category,domain,question_type,topic_keyword,question,answer
문화 지식,정치/경제,단답형,대통령 후보,한국에서 대통령 후보가 되려면 선거일을 기준으로 며칠 전부터 등록할 수 있나요?,24일
문화 관점,일상생활,단답형,12간지,12간지 중 베트남에서 고양이 띠의 해일 때는 한국은 어떤 동물의 해인가요?,토끼
문화 지식,사회,단답형,미투 운동,한국에서 페미니즘에 대한 관심이 확산되며 2018년부터 한국 사회를 강타한 여성 인권 운동을 무엇이라 하나요?,미투 운동
문화 지식,가치관,단답형,봉숭아 꽃물,한국에서는 여름이 되면 무엇을 따서 손톱에 물을 들였나요?,봉숭아 꽃#봉숭아#봉선화#봉선화 꽃
문화 지식,지리,선다형,진해 군항제,"경상도 창원시 진해에서 봄철마다 열리는 벚꽃 축제의 이름은 무엇인가요? 
 1. 봄꽃축제  2. 군항제  3. 지평선 축제  4. 낙화축제",2
문화 관점,정치/경제,선다형,금융실명제,"미국에서는 계좌를 개설하거나 예금 및 출금을 할 때 실명을 쓰는 금융실명제를 1970년대 이전에 도입했습니다. 한국에서는 금융실명제를 언제 도입했나요? 
 1. 1960년 2. 1993년 3. 2001년 4. 2015년",2
문화 지식,예술,선다형,밀양아리랑,"한국의 밀양아리랑은 어떤 장단으로 이루어져 있나요? 
 1. 자진모리장단     2. 휘모리장단    3. 세마치장단    4. 중중모리장단",3
문화 지식,예술,선다형,몽유도원도,"몽유도원도의 작가는 누구인가요? 
 1.정선 2.김홍도 3.안견 4.김정호",3
문화 실행,일상생활,단답형,김장,"김장 절차를 순서에 맞게 배열해 보세요. 배열 시 각 기호는 '-'로 연결합니다. ㄱ. 소금물에 절인 배추를 준비한다 ㄴ. 양념소를 배추에 묻힌 후 겉잎으로 싼다 ㄷ. 마늘, 고춧가루, 무채, 파 등으로 양념소를 만든다 ㄹ. 김치통에 옮겨 담은 후 밀폐하여 보관한다",ㄱ-ㄷ-ㄴ-ㄹ#ㄱ - ㄴ - ㄷ - ㄹ
문화 실행,과학기술,단답형,핀테크 유니콘 기업,한국 핀테크 산업에서 유일한 유니콘 기업으로 자리매김한 기업은 어디인가요? ,토스#toss
문화 지식,사회,단답형,대통령 임기,한국의 대통령 임기는 몇 년인가요?,5년
문화 지식,역사,단답형,악학궤범,조선시대의 의궤와 악보를 정리하여 성현 등이 편찬한 악서는 무엇인가요?,악학궤범
문화 실행,과학기술,선다형,인터넷 이용,인터넷 강국이라 불리던 한국의 인터넷 속도 순위가 2023년 하락하였다. 몇 위로 하락하였는가? 1. 34위 2.32위 3.18위 4.5위,1
문화 지식,역사,단답형,향교,고려와 조선시대의 지방에서 유학을 교육하기 위하여 설립된 관학교육기관은?,향교
문화 지식,역사,선다형,고인돌,"청동기 시대의 대표적인 유적으로, 사회의 지배층의 무덤으로 추정되는 것은? 
 1.고인돌 2.주먹도끼 3.덧널 4.동령",1
문화 관점,교육,선다형,교육제도,"다음 중 국공립대학과 사립대학교 비중이 한국과 비슷한 국가는 어디인가요?  
 1. 독일   2. 영국    3. 이탈리아  4. 일본",4
문화 지식,정치/경제,선다형,관찰사,"고려 성종 때에 주부(州府)를 관할하기 위해 처음 설치한 지방관은? 
 1.사림 2.향리 3.관찰사 4.막리지 5.수군절도사",3
문화 관점,예술,선다형,판소리,"다음 중 한국의 '판소리'와 중국의 '경극'의 공통점으로 알맞은 것은 무엇인가요?
 1. 일렉 기타 반주에서 공연된다. 2. 2000년대 이후 유행한 장르이다. 3. 젊은 층의 호응도가 낮다. 4. 어린 아이를 주인공으로 내세운다.",3
문화 지식,과학기술,단답형,리튬,LG에너지솔루션에서 세계 최초로 특허를 확보한 분야는? ,건식전극#건식 전극
문화 지식,풍습/문화유산,선다형,동지,"한국의 동짓날 먹는 음식으로, 이 음식의 붉은 색이 역신이나 질병 등 부정한 것을 쫓아낸다고 합니다. 이 음식은 무엇인가요? 
 1. 김치    2. 떡볶이    3. 닭볶음탕    4. 팥죽",4
문화 지식,역사,단답형,승정원,조선시대 왕명의 출납을 맡아 보았던 국왕의 비서기관은 무엇인가요?,승정원
문화 지식,과학기술,단답형,카이스트,"한국의 연구 중심 과학 기술 대학으로, 국가가 필요로 하는 고급 과학 기술 인력을 양성하고자 설립된 교육과학기술부 산하 과학 기술 특수 대학의 이름은 무엇인가요?",카이스트#KAIST
문화 지식,사회,단답형,노동 3권,"한국에서 노동자, 근로자의 생활을 보장하기 위해 헌법에 기술된 세 가지 기본권을 무엇이라 하나요?",단결권#단체교섭권#단체행동권#단체 교섭권#단체 행동권
문화 관점,사회,단답형,노인 일자리 사업,한국의 '노인 일자리 사업'과 가장 유사한 일본의 노인 일자리 복지 정책은 무엇인가요?,고령자고용안정법#고령자 고용안정법#고령자 고용 안정법
문화 지식,교육,선다형,국민학교,"한국에서 국민학교 이름을 초등학교로 바꾼 시기는 언제인가요? 
 1. 1945년 2. 1996년 3. 1941년 4. 1910년",2
문화 지식,과학기술,선다형,아이핀,"개인정보 유출 피해의 최소화를 위해 2006년 정보통신부와 한국정보보호진흥원이 만든 인증수단은 무엇인가요? 
 1. 통관고유번호  2. 전자서명  3. 공인인증서  4. 아이핀",4
문화 지식,지리,선다형,동고서저,"한반도의 지형을 설명하는 단어는 무엇인가요? 
 1. 서고동저 지형  2. 북고남저 지형  3. 남고북저 지형  4. 동고서저 지형",4
문화 관점,예술,단답형,판소리,한국의 판소리와 비슷하게 노래와 연기를 결합한 서양의 공연 예술은 무엇인가요?,오페라
문화 실행,풍습/문화유산,단답형,닭싸움,한국에서 닭싸움을 할 때 닭의 어느 부위가 땅에 닿으면 지나요?,주둥이
문화 지식,과학기술,단답형,원전 수출,우리나라가 2019년에 아랍에미리트로부터 건설을 수주한 원전의 이름은 무엇인가요?,바카라 원전
문화 지식,지리,단답형,기후,한국 여름철 높은 기온으로 저녁 8시부터 다음날 오전 9시까지 최저 기온이 25도 이상인 현상을 무엇이라고 일컫나요?,열대야 현상#열대야
문화 지식,사회,단답형,사회적기업,한국의 기업 중 사회적 목적을 추구하면서 영업 활동을 수행하는 기업을 뭐라고 하나요?,사회적 기업#사회적기업
문화 지식,역사,선다형,조선어 말살 정책,"일제 강점기의 기간 중 법령에 의해 조선어 교육에 대한 탄압이 시작된 해는? 
 1.1920년 2.1938년 3.1919년 4.1945년",2
문화 관점,교육,선다형,학년,"4년제 체제로 고등학교 교육을 하는 미국과 달리 한국에서는 보통 몇 년제 체제로 고등학교 교육을 하나요? 
 1. 2년     2. 3년      3. 4년       4. 5년",2
문화 지식,풍습/문화유산,선다형,장 담그기,"한국의 장 담그기는 무엇을 소금물에 담가 발효시켜 만드는 일인가요? 
 1. 콩 2. 메주 3. 고추 4. 배추",2
문화 지식,역사,선다형,새마을운동,"한국에서 1970년부터 시작되었으며 근면∙자조∙협동의 정신을 강조했던 범국민적 지역사회 개발운동은? 
 1.동학혁명 2.새마을운동 3.녹색혁명 4.평화통일정책 5.제4차 산업혁명",2
문화 관점,정치/경제,선다형,분단 국가,"한국은 분단 국가입니다. 한국과 마찬가지로 분단의 경험을 가진 나라는 어느 나라인가요? 
 1.독일 2.미국 3.일본 4.프랑스",1
문화 실행,예술,선다형,한국 공연 감상,"예술의 전당 오페라 하우스에서 감상할 수 있는 공연이 아닌 것은 무엇인가요?
1. 오페라 2. 발레 3. 연극 4. 뮤지컬",3
문화 지식,정치/경제,단답형,IMF 외환위기,1990년대 한국의 외환 위기가 일어난 당시의 정부를 일컫는 말로 민간인 출신에 의한 정부를 가리키는 말은 무엇인가요?,문민정부#문민 정부
문화 지식,예술,단답형,최승희,한국에서 최초로 현대무용 기법을 적용하여 공연한 사람은 누구인가요?,최승희
문화 관점,정치/경제,선다형,병역 의무,"싱가포르와 한국의 징병제를 비교한 것으로 옳지 않은 것은?
 1. 싱가포르와 한국 모두 여성은 의무 복무 대상이 아니다. 2. 한국은 모집병 제도로 육해공군을 선택할 수 있으나 싱가포르는 그렇지 않다. 3. 싱가포르와 한국은 모두 병역특례가 있다. 4. 한국과 싱가포르의 남성들은 병역의무가 부과된다.",3
문화 실행,일상생활,선다형,전기차 보조금,"한국에서 전기 소형 승용차를 구입했을 때 정부에서 받을 수 있는 기본 보조금 금액은 2025년 기준으로 얼마인가요? 
 1. 530만 원 2. 650만 원 3. 680만 원 4. 700만 원",1
문화 실행,풍습/문화유산,선다형,연날리기,한국에서 음력 정월 초하루 연 날리기 때 볼 수 없는 풍경은? 1. 줄 끊기를 하는 아이들 2. 연 높이 날리기를 하는 사람들 3. 날아간 연을 쫓는 사람들 4. 액막이 연을 날리는 사람들,4
문화 지식,역사,선다형,막리지,"고구려 시대에 3년을 임기로 교체하며 국사를 총괄하였던 관직은? 
 1.상대등 2.일길찬 3.대내마 4.태개각간 5.막리지",5
문화 지식,정치/경제,단답형,광무양전사업,1899년부터 1903년까지 대한제국 정부가 실시한 근대적 토지조사사업은?,광무양전사업#광무 양전사업#광무 양전 사업#광무양전 사업
문화 지식,예술,선다형,수영야류,"부산광역시 수영구에 전승되어 오는 민속극으로 1971년 2월 24일 국가무형유산으로 지정된 것은? 
 1.수영학춤 2.봉산탈춤 3.수영야류 4.산대놀이 5.대광대패",3
문화 지식,역사,선다형,비변사,"조선 중·후기 의정부를 대신하여 국정 전반을 총괄한 실질적인 최고의 관청은? 
 1.삼사 2.사헌부 3.승정원 4.춘추관 5.비변사",5
문화 지식,일상생활,선다형,스포츠,"한국야구위원회에서 주관하는 프로야구 리그의 이름은 무엇인가요? 
 1. 한국야구선수권대회 2. 한국야구리그 3. KB리그 4. KBO리그",4
문화 지식,가치관,선다형,불길한 숫자,"한국에서는 불길한 숫자라 하면 무엇을 주로 떠올리나요? 
 1. 12    2. 10     3. 7    4. 4",4
문화 관점,일상생활,선다형,새해 음식,"한국 새해에 떡국을 먹는 것과 같이 스페인에서 새해를 맞이하며 먹는 것은 무엇인가요? 
 1. 호두 2. 빵 3. 오렌지 4. 포도",4
문화 관점,과학기술,선다형,조선업,"다음 중 조선업 분야에서 한국과 수출 경쟁을 벌이는 국가는 어디인가요? 
 1. 영국  2. 노르웨이  3. 인도  4. 중국",4
문화 관점,역사,단답형,광종,"고려시대에, 불교에 관심을 가지고 국사, 왕사 제도의 체계를 마련한 왕은 누구인가요?",광종
문화 실행,풍습/문화유산,선다형,소싸움,"한국에서 소싸움을 할 때 어떤 소부터 싸움을 붙이나요? 
 1. 가장 약한 소 2. 가장 강한 소 3. 붉은 실을 뽑은 소 4. 이장이 정한 소",1
문화 실행,과학기술,단답형,태양광 설치 순서,"한국에너지공단에서 태양광 설치 사업을 받기 위한 과정을 절차에 맞게 배열하세요. 배열 시 각 기호는 '-'로 연결합니다. 
 ㄱ. 자부담금 예치 ㄴ. 신재생에너지 설비 종류 선택 ㄷ. 신재생에너지센터에 사업신청서 제출 ㄹ. 참여시공기업 결정 및 계약",ㄴ-ㄹ-ㄷ-ㄱ#ㄴ - ㄹ - ㄷ - ㄱ
문화 지식,교육,선다형,검정고시,"한국의 검정고시는 일 년에 몇 번 칠 수 있나요? 
 1. 1회   2. 2회   3. 3회    4. 4회",2
문화 지식,풍습/문화유산,단답형,정조대왕 능행차,조선의 제22대 왕인 정조가 어머니 혜경궁 홍씨의 회갑을 기념하기 위해 을묘년에 진행한 대규모 행차로 경기도 수원에서 재현해 오고 있는 행차의 이름은 무엇인가요?,정조대왕 능행차#정조대왕능행차#정조 대왕 능행차
문화 관점,예술,선다형,이중섭 황소,"<보기>의 괄호 안에 들어갈 수 있는 말은 무엇인가요?
 <보기> 일본-가나가와 해변의 높은 파도 아래, 프랑스-그랑드자트섬의 일요일 오후, 네덜란드-별이 빛나는 밤, 한국-()
 1. 황소, 2.마릴린 먼로, 3. 절규, 4. 모나리자",1
문화 지식,풍습/문화유산,선다형,중명전,"서울특별시 중구에 있는 대한제국기 황실도서관으로 지어진 궁궐건물은? 
 1.중명전 2.석조전 3.근정전 4.명동성당",1
문화 관점,예술,선다형,춘향가,"한국의 '판소리 춘향가'와 가장 비슷한 이야기 소재를 가진 외국의 문학 작품은 무엇인가요?
 1. 셰익스피어의 로미오와 줄리엣 2. 중국의 서유기 3. 인도의 마하바라타 4. 그리스의 오디세이아",1
문화 관점,예술,선다형,태권도,"다음 중 한국의 '태권도'와 브라질의 '카포에이라'의 공통점으로 볼 수 없는 것은 무엇인가요?
 1. 무술이면서 공연 예술의 성격도 갖고 있다 2. 국가의 정체성을 나타내는 문화적 상징이다 3. 발기술이 중요한 부분을 차지한다 4. 음악에 맞춰 동작을 수행하는 것이 일반적이다 ",4
문화 지식,일상생활,선다형,공공예절,"한국 대중교통을 이용할 때 하지 말아야 하는 행동은 무엇인가요? 
 1. 노인을 위해 자리를 양보하기 2. 자리에서 일어나서 이동하기 3. 휴대전화를 사용하기 4. 큰 소리로 전화하기",4
문화 지식,예술,선다형,단성사,"1907년 6월 4일 서울시 종로구 묘동에 설립된 한국 최초의 상설 영화관은? 
 1.우미관 2.원각사 3.명보극장 4.단성사",4
문화 관점,교육,선다형,등록금,"2022년 기준 OECD 국가 중 한국에 비해 사립대학 등록금이 더 비싼 나라가 아닌 것은? 
 1. 호주  2. 독일  3. 일본  4. 미국",2
문화 지식,정치/경제,선다형,공납,"각 지역에서 나는 토산 현물을 정기적으로 수취해 국가의 수요품을 조달하던 제도는?
 1.공납 2.군역 3.요역 4.토지세",1
문화 지식,예술,선다형,한강,"2024년 한국인 최초로 노벨문학상을 수상한 작가의 작품으로 옳지 않은 것은 무엇인가요? 
 1. 채식주의자 2. 희랍어 시간 3. 작별하지 않는다 4. 작은 땅의 야수들",4
문화 지식,과학기술,선다형,5G,"다음 중 한국이 세계 최초로 상용화에 성공한 이동통신 기술은? 
 1.5G 2.4G 3.3G 4.2G 5.1G",1
문화 관점,가치관,단답형,시험 미신,베트남에서는 시험 전 땅콩이나 계란을 먹지 않습니다. 한국에서는 시험 전 무엇을 먹지 않나요?,미역국
문화 실행,풍습/문화유산,선다형,산가지 놀이,"한국의 산가지 놀이는 몇 개의 산가지를 움켜쥐고 시작하나요? 
 1. 10개~20개 2. 30개~40개 3. 50~60개 4. 70개",2
문화 지식,과학기술,단답형,5G,세계 최초로 5G 네트워크 상용화를 시작한 국가는 어디인가요?,대한민국
문화 지식,가치관,선다형,밤에 휘파람,"한국에서는 밤에 휘파람을 불면 무엇이 나타난다고 생각하요? 
1. 너구리   2. 여우   3. 뱀    4. 호랑이",3
문화 관점,풍습/문화유산,단답형,벌초,"중국에서는 청명절에, 일본의 오봉절에 조상의 묘를 돌보는 일을 합니다. 이와 비슷하게 한국에서도 설이나 추석과 같은 명절에 조상의 묘를 돌보곤 합니다. 한국에서 조상의 묘를 돌볼 때 자라난 풀을 베고 주변을 정비하는 일을 두 글자로 무엇이라 하나요?",벌초
문화 지식,사회,단답형,건강보험,한국의 외국인 유학생이 국민건강보험공단에 지역 가입자 자격을 취득하기 위해 국내에 거주해야 하는 기간은 얼마나 되나요?,6개월#6 개월#육개월#육 개월#반년#반 년
문화 지식,교육,선다형,중학교,"2025년 기준 한국의 중학교에서 배우는 공통교육과정 중 선택 과목이 아닌 것은 무엇인가요? 
 1. 기술·가정    2. 일본어    3. 한문    4. 보건",1
문화 관점,풍습/문화유산,선다형,명절,"미국의 Thanksgiving Day에 가족들이 모여 식사하고 감사의 마음을 갖는 것과 같이, 한국에서 가족들이 조상을 기리고 송편을 만드는 전통 명절은 무엇인가요? 
 1. 동지  2. 추석  3. 설날  4. 어린이날",2
문화 지식,교육,단답형,ebs,"한국교육방송공사의 교육 전문 방송국이자 주로 지상파 방송, 인터넷 방송 등을 통한 다양한 교육 서비스를 시청자들에게 제공하는 일을 하는 이 기관의 이름은 무엇인가요?",EBS#한국교육방송공사
문화 지식,역사,단답형,정약용,"조선 후기 실학을 주장하며 농업 중심의 개혁을 주장한 인물로, ""경세유표""를 쓴 인물은 누구인가요?",정약용
문화 지식,역사,선다형,노비안검법,"고려 시대 노비안검법을 시행한 왕은? 
 1.성종 2.광종 3.혜종 4.경종",2
문화 실행,과학기술,선다형,카카오계정,"한국의 채팅 플랫폼 카카오는 일 인당 최대 몇 개의 계정을 만들 수 있나요? 
 1.1개 2.2개 3.3개 4.4개",3
문화 지식,일상생활,선다형,보건소,"한국의 보건소에서 진행하는 진료가 아닌 것은 무엇인가요? 
 1. 산전 검사  2. 위장 질환  3. 치아 교정 진료   4. 금연 보조제 지급",3
문화 관점,과학기술,선다형,달 탐사,"미국은 1969년 인류 최초로 유인 달 착륙을 성공했습니다. 한국의 첫 달탐사선은 언제 발사되었나요? 
 1.2002년 2.2012년 3.2020년 4.2022년",4
문화 지식,예술,단답형,한국 미술사(신윤복),조선 시대 '미인도'로 유명한 화가는 누구인가요?,신윤복
문화 지식,정치/경제,선다형,GDP,"2024년 한국의 1인당 GDP는 얼마인가요? 
 1. 약 4만 불    2. 약 3만 불    3. 약 2만 불     4. 약 1만 불",1
문화 지식,역사,선다형,노비안검법,"노비가 된 사람을 조사하여 다시 양인이 될 수 있도록 조처한 법은? 
 1.과전법 2.공음전 3.전시과 4.대동법 5.노비안검법",5
문화 지식,풍습/문화유산,단답형,천도제,한국의 사십구재와 같이 죽은 사람의 영혼이 좋은 곳에 태어나도록 기도하는 의례나 제사를 무엇이라 하나요?,천도재
문화 지식,예술,단답형,종묘제례악,종묘의 본전과 영녕전 제향 때 연주되는 음악은 무엇인가요?,종묘제례악#종묘 제례악
문화 지식,교육,선다형,고등학교,"힌국에서 교과 과정 중 특정한 과목을 집중적으로 학습할 수 있도록 시설과 인력을 갖추고 있는 실업계 고등학교를 무엇이라 하나요? 
 1. 자율형 사립고등학교   2. 공립고등학교    3. 특성화고등학교    4. 산업고등학교",3
문화 지식,예술,선다형,협률사,"1902년 서울에 세워졌던 우리나라 최초의 옥내 극장은? 
 1.원각사 2.협률사 3.명동 극장 4.피카디리 극장 5.서울 극장",2
문화 지식,지리,단답형,DMZ,북한과 우리나라의 무력충돌을 막기 위해 '한국휴전협정'에 의해 설치된 남북 각각 2km씩 설정된 지역의 이름은 무엇인가요?,비무장지대(DMZ)#DMZ#디엠지#비무장지대#비무장 지대
문화 지식,지리,선다형,현무암,"제주도의 지반을 이루고 있는 암석의 종류는 무엇인가요? 
 1. 석회암  2. 현무암  3. 편마암  4. 화강암",2
문화 지식,지리,선다형,도심공항터미널,"다음 중 도심공항터미널을 이용할 수 없는 곳은 어디인가요? 
 1. 청량리역  2. 광명역  3. 코엑스  4. 서울역",1
문화 실행,지리,선다형,외국인 거주 지역,"2024년 기준 다음 중 수도권에서 외국인이 다수 거주하는 지역이 아닌 곳은? 
 1. 시흥시  2. 화성시   3. 안산시  4. 파주시  ",2
문화 실행,지리,선다형,어린이보호구역,"어린이보호구역은 일반적으로 관련 시설의 주 출입문 반경 몇 m까지로 설정되나요? 
 1. 100m  2. 200m  3. 300m  4. 400m",3
문화 실행,풍습/문화유산,선다형,전통 복식,"한국의 복건을 만들 때 가장자리에는 주로 무엇을 그려 장식하나요? 
 1. 토끼 2. 호랑이 3. 연어 4. 봉황이나 박쥐",4
문화 지식,지리,단답형,독도,한국의 가장 동쪽에 위치한 영토이며 화산섬으로 이루어져 있고 주변에 조경 수역을 형성하고 있는 섬의 이름은 무엇인가요?,독도
문화 관점,교육,선다형,대학수학능력시험,"중국의 대학 입학 시험인 '가오카오'와 유사한 한국의 대학 입학 시험의 이름은 무엇인가요? 
 1. 대학수학능력시험 2. 중간고사 3. 형성평가 4. 수행평가",1
문화 지식,정치/경제,단답형,청약 통장,국민 주택 또는 민영 주택을 분양받기 위해 필요한 자금을 저축하여 훗날 분양금을 지불하는 데 도움이 되는 저축 통장의 이름은 무엇인가요?,청약 통장#청약통장
문화 지식,정치/경제,선다형,3저 호황,"1980년대 저유가, 저금리, 낮은 원화 가치를 이루었을 때 당시의 상황을 일컫는 명칭은 무엇인가요? 
 1. 3저 문제 2. 3저 정책 3. 3저 경제 4. 3저 호황",4
문화 지식,가치관,선다형,태몽,"한국에서 아이를 잉태할 조짐을 보여 준다고 믿는 꿈을 무엇이라고 하나요? 
 1. 해몽 2. 태몽 3. 운명몽 4. 예지몽",2
문화 지식,풍습/문화유산,선다형,단오,"음력 5월 5일 한국에서 일년 중 양기가 왕성한 날로, 큰 명절이자 더운 여름을 맞기 전 모내기를 끝내고 풍년을 기원하기 위해 지내는 기풍제를 무엇이라고 하나요? 
 1. 대풍제   2. 입하   3. 하지   4. 단오",4
문화 지식,역사,선다형,세종대왕,"조선의 제4대 왕으로 훈민정음을 창제한 인물은 누구인가요? 
 1. 문종 2.태종 3.고종 4. 세종",4
문화 지식,예술,선다형,미인도,"미인도를 그린 풍속화가는? 
 1.김홍도 2.조세희 3.정선 4.신윤복 5.안견",4
문화 지식,교육,단답형,한국교육과정평가원,수능 출제 및 기초 연구를 수행하며 한국의 교육과정 전반에 대한 연구를 진행하는 국가 기관의 이름은 무엇인가요?,한국교육과정평가원#한국 교육 과정 평가원#KICE#kice
문화 지식,사회,단답형,다문화 지원,다문화가족에게 필요한 정보를 제공하기 위해 여성가족부에서 만든 다문화 가족 지원 포털의 이름은 무엇인가요?,다누리
문화 관점,일상생활,단답형,관용표현,일본어 관용표현 '얼굴이 넓다'라는 의미와 동일한 한국어 표현에는 어떤 신체 부위가 등장하나요?,발
문화 실행,예술,선다형,경복궁 생과방 프로그램,"경복궁 생과방 프로그램과 관련한 설명으로 옳지 않은 것은? 
 1. 궁중 병과와 궁중 약차를 체험해 볼 수 있다. 2. 체험 중 궁중 병과나 궁중 약차를 추가 주문할 수 없다. 3. 체험 중 삼각대를 사용한 촬영이 불가능하다. 4. 만 13세 이상부터 체험이 가능하다.",4
문화 지식,정치/경제,선다형,대통령제,"1919년 대한민국 임시정부의 정부 형태는 다음 중 무엇이었나요? 
 1.군주제 2.의원내각제 3.대통령제 4.이원집정부제",3
문화 실행,풍습/문화유산,단답형,복조리,한국에서는 o와 x을 위해 복조리를 문과 벽에 걸어둡니다. o와 x에 들어갈 단어는 무엇인가요?,"장수, 재복#재복, 장수"
문화 지식,풍습/문화유산,선다형,쥐불놀이,"한국의 쥐불놀이는 언제 하는 놀이인가요? 
 1. 단옷날 2. 설날 3. 정월 첫 쥐날 4. 추석",3
문화 지식,과학기술,단답형,메모리반도체,"정보 저장 용도로 사용되는 반도체로, 삼성을 중심으로 우리나라가 세계적으로 인정받는 반도체의 종류는 무엇인가요? ",메모리 반도체#메모리반도체
문화 지식,사회,선다형,워킹푸어,"한국에서 일을 해도 가난한 사람들과 같이 근로 빈곤층을 무엇이라 하나요? 
 1. 저소득층 2. 빈곤층 3. 푸어워커 4. 위킹푸어",4
문화 지식,풍습/문화유산,선다형,한옥,"한국의 전통 양식이 반영된 건축물로 한식지붕틀로 된 목구조의 살림집을 무엇이라고 하나요? 
 1. 궁궐 2. 온돌 3. 한옥 4. 절",3
문화 지식,교육,선다형,학제 제도,"2년제 과정으로 전문적인 직업 교육을 하는 고등교육기관을 무엇이라고 하나요? 
 1. 직업 대학  2. 전문 대학  3. 직업 교육 대학  4. 직업 교육 학교",2
문화 지식,과학기술,선다형,복제 생물학,"황우석 박사가 복제한 개의 이름은 무엇인가요? 
 1.돌리 2.영롱이 3.바둑이 4.스너피",4
문화 실행,일상생활,단답형,운전면허,"면허 시험 순서를 올바르게 배열하세요. 배열 시 각 기호는 '-'로 연결합니다. 
 ㄱ. 기능시험 ㄴ. 신체검사 ㄷ. 연습면허발급 ㄹ. 도로주행시험 ㅁ)운전면허증발급",ㄴ-ㄱ-ㄷ-ㄹ-ㅁ#ㄴ - ㄱ - ㄷ - ㄹ - ㅁ
문화 실행,예술,선다형,영화 관람,"한국의 영화관에서 영화 관람 시 겪을 수 없는 경험은 무엇인가요? 
 1.팝콘 구매 2.리클라이너 좌석 3.굿즈 판매 4.실시간 더빙",4
문화 지식,교육,선다형,특목고,"다음 중 특정 분야에 대한 전문적인 영재 교육을 위해 만들어진 고등학교는 무엇인가요? 
 1. 대안학교 2. 특성화고등학교 3. 자립형 사립고 4. 특수목적고등학교",4
문화 지식,역사,선다형,인물(의자왕),"나·당 연합군에게 패배하여 백제의 마지막 왕이 인물은 누구인가요? 
 1.의자왕 2.무왕 3.계백 4.부여풍",1
문화 지식,일상생활,단답형,기념일,"60번째 생일을 의미하는 말로, 가족끼리 기념하는 잔치를 하기도 하고 회갑이라고도 불리는 날의 이름은 무엇인가요?",환갑
문화 지식,예술,단답형,아니리,판소리에서 창자가 소리를 하다가 한 대목에서 다른 대목으로 넘어가기 전에 자유리듬으로 사설을 엮어나가는 행위를 무엇이라고 하나요?,아니리
문화 실행,일상생활,선다형,김장,"김장 시 필요하지 않은 재료는 무엇인가요? 
 1. 된장 2. 풀 3. 파 4. 무",1
문화 지식,풍습/문화유산,선다형,아리랑,"한국의 아리랑 중 유일하게 중요무형유산으로 지정된 아리랑은 무엇인가요? 
 1. 밀양아리랑    2. 정선아라리     3. 진도아리랑    4. 경기아리랑",2
문화 지식,지리,단답형,신도시,충청남도 홍성과 예산에 개발된 신도시로 지역의 균형적 발전을 이루기 위해 충남의 행정기관이 새롭게 이전한 신도시의 이름은 무엇인가요?,내포 신도시#내포신도시#내포
문화 지식,일상생활,단답형,비유 표현,한국에서는 교활하고 약삭빠른 사람을 어떤 동물에 비유하나요?,여우
문화 지식,가치관,선다형,덕수궁 돌담길,"한국에서는 연인이 어느 궁의 돌담길을 걸으면 헤어진다는 미신이 있나요? 
1. 경복궁 2. 덕수궁 3. 창경궁 4. 경희궁",2
문화 지식,예술,단답형,서울아트시네마,"2005년에 개관하였으며, 교육 및 문화적 목적으로 영화를 상영하는 서울의 유일한 비영리 민간 시네마테크 전용관은 어디인가요?",서울아트시네마#서울 아트 시네마#서울아트 시네마#서울 아트시네마
문화 관점,풍습/문화유산,단답형,명절 음식,중국의 춘절에는 교자라는 물만두를 먹거나 떡과 같은 연고 등 지역마다 특별한 음식을 먹습니다. 한국에서는 설날에 연고와 같은 떡 음식을 먹습니다. 이 음식은 무엇인가요?,떡국
문화 관점,과학기술,선다형,인터넷,"2024년 아태지역 5G 인터넷 다운로드 속도에서 1위를 차지한 나라는?
 1.뉴질랜드 2.한국 3.싱가포르 4.인도",2
문화 지식,가치관,선다형,돼지꿈,"한국인은 꿈에서 무엇을 보면 행운이 찾아오고 큰 돈을 번다고 생각하나요? 
 1. 개    2. 돼지    3. 소     4. 토끼",2
문화 실행,일상생활,선다형,간장게장,"간장게장을 만들 때 며칠 동안 게를 간장에 담가 숙성해야 하나요? 
 1. 2~3일 이상 2. 하루 3. 10시간 4. 3시간",1
문화 지식,풍습/문화유산,선다형,비파,"중앙아시아 지역에서 기원한 전통 현악기로 중국, 일본, 한국 등 동양에서 주로 연주하는 현악기를 무엇이라 하나요? 
 1. 가야금    2. 해금    3. 비파     4. 단소",3
문화 지식,과학기술,선다형,5G,"한국 정부에서 추진하는 5G 기반 5대 핵심서비스가 아닌 것은? 
 1.자율주행차 2. 드론 배송 3. 실감콘텐츠 4. 디지털 헬스케어",2
문화 지식,정치/경제,선다형,예금자보호제도,"예금자보호제도에 의해 금융회사의 파산 시 한국에서 예금을 보호받을 수 있는데 그 한도는 얼마인가요? 
 1. 2,000만 원 2. 3,000만 원 3. 4,000만 원 4. 5,000만 원",4
